Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name,transaction_datetime
12/01/2025,11:34,143431705.0,1408.1664323364555,-99.97,,Game,2025-12-01 11:34:00
12/01/2025,11:35,110925819.0,945.32,-53.87,,Coop Local,2025-12-01 11:35:00
12/01/2025,11:36,268691588.0,526.0119464320766,-81.89,,Topshop,2025-12-01 11:36:00
12/01/2025,11:36,483897334.0,779.0699999999999,-67.5,,River Island,2025-12-01 11:36:00
12/01/2025,11:36,468165990.0,12.613349999999969,-244.0,,TK Maxx,2025-12-01 11:36:00
12/01/2025,11:37,306758965.0,2721.564000000001,-59.92,,Coop Local,2025-12-01 11:37:00
12/01/2025,11:37,205070322.0,1592.387806687932,-36.48,,Next,2025-12-01 11:37:00
12/01/2025,11:37,891229151.0,1147.9361499999998,-65.64,,Coop Local,2025-12-01 11:37:00
12/01/2025,11:38,136709923.0,1651.08,-49.99,,Gamestation,2025-12-01 11:38:00
12/01/2025,11:38,646268650.0,1434.9476215575835,-27.96,,Daunt Books,2025-12-01 11:38:00
12/01/2025,11:38,759616295.0,3063.186017289635,-49.99,,Reebok,2025-12-01 11:38:00
12/01/2025,11:40,190571573.0,341.8219999999999,-47.98,,Umbro,2025-12-01 11:40:00
12/01/2025,11:40,545333793.0,2451.1380415218982,-84.15,,Coop Local,2025-12-01 11:40:00
12/01/2025,11:41,805450086.0,995.7143359061358,-33.99,,Umbro,2025-12-01 11:41:00
12/01/2025,11:41,265111669.0,1820.1339000000007,-79.98,,Gamestation,2025-12-01 11:41:00
12/01/2025,11:42,691412221.0,1075.7454999999995,-29.96,,Daunt Books,2025-12-01 11:42:00
12/01/2025,11:42,160517762.0,675.0473999999999,-79.98,,Game,2025-12-01 11:42:00
12/01/2025,11:42,500966899.0,672.7870499999998,-62.97,,Umbro,2025-12-01 11:42:00
12/01/2025,11:42,737232390.0,1827.7078000000013,-110.0,,Dorothy Perkins,2025-12-01 11:42:00
12/01/2025,11:44,380177444.0,-170.1399896886594,-129.97,,Game,2025-12-01 11:44:00
12/01/2025,11:45,740923060.0,386.39623809434175,-49.99,,Game,2025-12-01 11:45:00
12/01/2025,11:46,751045501.0,1701.2140500000007,-95.62,,Next,2025-12-01 11:46:00
12/01/2025,11:47,373678172.0,1452.9628093164688,-5.99,,Sports Direct,2025-12-01 11:47:00
12/01/2025,11:47,863074374.0,1195.4572422721712,-15.0,,Topshop,2025-12-01 11:47:00
12/01/2025,11:47,911650311.0,2587.984766776763,-34.95,,Daunt Books,2025-12-01 11:47:00
12/01/2025,11:47,937850922.0,2076.067000000001,-79.97,,Game,2025-12-01 11:47:00
12/01/2025,11:48,492565198.0,754.4723499999999,-64.97,,Hobby Lobby,2025-12-01 11:48:00
12/01/2025,11:49,298215407.0,2197.569250000001,-1.99,,Wool,2025-12-01 11:49:00
12/01/2025,11:49,725614425.0,2423.180006700361,-74.99,,Sports Direct,2025-12-01 11:49:00
12/01/2025,11:50,157118728.0,523.5379999999999,-244.87,,Coop Local,2025-12-01 11:50:00
12/01/2025,11:50,778735129.0,956.323,-97.98,,Umbro,2025-12-01 11:50:00
12/01/2025,11:51,158877803.0,392.152417406759,-79.98,,Gamestation,2025-12-01 11:51:00
12/01/2025,11:52,961138294.0,781.2957499999998,-49.97,,Umbro,2025-12-01 11:52:00
12/01/2025,11:55,760833079.0,1999.110051028676,-49.99,,Brilliant Brushes,2025-12-01 11:55:00
12/01/2025,11:55,648685081.0,487.73779153430206,-75.06,,JD Sports,2025-12-01 11:55:00
12/01/2025,11:56,433254392.0,2686.694400000001,-130.98,,Umbro,2025-12-01 11:56:00
12/01/2025,11:56,883508029.0,787.4967999999998,-153.6,,Coop Local,2025-12-01 11:56:00
12/01/2025,11:57,846060772.0,1925.765327120888,-129.97,,Game,2025-12-01 11:57:00
12/01/2025,11:57,186612824.0,1822.5787523646031,-50.59,,Coop Local,2025-12-01 11:57:00
12/01/2025,11:58,814376547.0,618.7351999999998,-31.96,,Daunt Books,2025-12-01 11:58:00
12/01/2025,11:59,399113270.0,1624.9891472841612,-29.99,,Reebok,2025-12-01 11:59:00
12/01/2025,11:59,793069740.0,1453.09,-22.0,,JD Sports,2025-12-01 11:59:00
12/01/2025,11:59,726302171.0,1535.9206,-121.81,,Sainsbury,2025-12-01 11:59:00
12/01/2025,12:00,220354778.0,972.54205,-19.99,,Gamestation,2025-12-01 12:00:00
12/01/2025,12:01,543063519.0,3165.681750000002,-21.98,,Hobby Lobby,2025-12-01 12:01:00
12/01/2025,12:02,759924996.0,2408.5700000000006,-98.0,,Sports Direct,2025-12-01 12:02:00
12/01/2025,12:04,193590245.0,2954.516450000001,-25.87,,TK Maxx,2025-12-01 12:04:00
12/01/2025,12:04,674666794.0,1172.0889098229927,-47.99,,JD Sports,2025-12-01 12:04:00
12/01/2025,12:05,456524383.0,3667.653300000001,-9.99,,Reebok,2025-12-01 12:05:00
12/01/2025,12:05,971294384.0,1123.3188499999994,-26.88,,JustEat,2025-12-01 12:05:00
12/01/2025,12:06,798860594.0,621.0699999999999,-22.0,,Sports Direct,2025-12-01 12:06:00
12/01/2025,12:06,905298675.0,2916.4504,-119.97,,CeX,2025-12-01 12:06:00
12/01/2025,12:06,811639289.0,1606.220200000001,-132.97,,Grand Union BJJ,2025-12-01 12:06:00
12/01/2025,12:07,483897334.0,664.5699999999999,-114.5,,Next,2025-12-01 12:07:00
12/01/2025,12:08,380177444.0,-202.0899896886594,-31.95,,The Works,2025-12-01 12:08:00
12/01/2025,12:08,300661463.0,7.134600000000056,-22.0,,Umbro,2025-12-01 12:08:00
12/01/2025,12:08,456098911.0,948.12,-14.97,,Hobby Lobby,2025-12-01 12:08:00
12/01/2025,12:09,268691588.0,435.7539464320766,-90.26,,TK Maxx,2025-12-01 12:09:00
12/01/2025,12:09,859554263.0,290.349274830362,-286.76,,Coop Local,2025-12-01 12:09:00
12/01/2025,12:09,669171163.0,3258.1491000000005,-59.98,,Gamestation,2025-12-01 12:09:00
12/01/2025,12:09,751045501.0,1682.4640500000007,-18.75,,Topshop,2025-12-01 12:09:00
12/01/2025,12:11,223322748.0,1268.4812436947789,-2.5,,Wool,2025-12-01 12:11:00
12/01/2025,12:11,131975859.0,-235.30780000000004,-93.18,,Coop Local,2025-12-01 12:11:00
12/01/2025,12:11,203925540.0,2111.2036000000007,-80.0,,Dorothy Perkins,2025-12-01 12:11:00
12/01/2025,12:12,425388651.0,1225.451179220587,-0.83,,Dorothy Perkins,2025-12-01 12:12:00
12/01/2025,12:13,945776702.0,119.89130000000011,-139.42,,Sainsbury,2025-12-01 12:13:00
12/01/2025,12:15,342120095.0,308.01434999999987,-124.5,,Next,2025-12-01 12:15:00
12/01/2025,12:17,972787149.0,743.405682673985,-49.99,,Game,2025-12-01 12:17:00
12/01/2025,12:18,737232390.0,1780.2078000000015,-47.5,,TK Maxx,2025-12-01 12:18:00
12/01/2025,12:18,468165990.0,-163.38665000000003,-176.0,,TK Maxx,2025-12-01 12:18:00
12/01/2025,12:19,691709877.0,1219.5839999999998,-63.55,,Coop Local,2025-12-01 12:19:00
12/01/2025,12:20,801576534.0,1566.246896855116,-99.98,,Gamestation,2025-12-01 12:20:00
12/01/2025,12:21,651195724.0,1076.7199999999998,-99.98,,Game,2025-12-01 12:21:00
12/01/2025,12:21,819148176.0,1750.2635500000006,-29.99,,Game,2025-12-01 12:21:00
12/01/2025,12:21,529096245.0,2216.1353403245107,-62.52,,Coop Local,2025-12-01 12:21:00
12/01/2025,12:22,391305592.0,966.1618999999998,-11.69,,Deliveroo,2025-12-01 12:22:00
12/01/2025,12:23,843079604.0,1650.582500000001,-129.97,,Game,2025-12-01 12:23:00
12/01/2025,12:23,620248116.0,1341.0866206710764,-105.02,,Coop Local,2025-12-01 12:23:00
12/01/2025,12:25,761253377.0,1255.65215,-87.98,,Reebok,2025-12-01 12:25:00
12/01/2025,12:25,520038221.0,488.2359499999999,-99.98,,Game,2025-12-01 12:25:00
12/01/2025,12:27,203925540.0,1931.2036000000007,-180.0,,Next,2025-12-01 12:27:00
12/01/2025,12:27,976424230.0,386.445,-127.99,,Umbro,2025-12-01 12:27:00
12/01/2025,12:31,962017436.0,763.9699999999999,-27.96,,Daunt Books,2025-12-01 12:31:00
12/01/2025,12:31,527375874.0,3015.652700000001,-22.0,,Reebok,2025-12-01 12:31:00
12/01/2025,12:33,125510126.0,792.09,-29.93,,Deliveroo,2025-12-01 12:33:00
12/01/2025,12:33,128791455.0,2671.330300000001,-107.12,,Coop Local,2025-12-01 12:33:00
12/01/2025,12:33,837887043.0,-20.06072410295236,-79.98,,Game,2025-12-01 12:33:00
12/01/2025,12:35,205845278.0,635.8247259628497,-159.0,,Next,2025-12-01 12:35:00
12/01/2025,12:35,810938283.0,1049.7435009893452,-34.89,,Sainsbury,2025-12-01 12:35:00
12/01/2025,12:37,267821252.0,1569.16135,-45.43,,Coop Local,2025-12-01 12:37:00
12/01/2025,12:37,800434780.0,2673.37557838271,-64.77,,Boots,2025-12-01 12:37:00
12/01/2025,12:38,737232390.0,1730.2078000000015,-50.0,,TK Maxx,2025-12-01 12:38:00
12/01/2025,12:38,245021593.0,-242.84605000000005,-60.0,,Dorothy Perkins,2025-12-01 12:38:00
12/01/2025,12:38,891173928.0,3304.0296669198783,-50.0,,Reebok,2025-12-01 12:38:00
12/01/2025,12:39,234932920.0,-214.19040000000007,-143.98,,Coop Local,2025-12-01 12:39:00
12/01/2025,12:39,463438169.0,1965.3335273685364,-64.99,,Umbro,2025-12-01 12:39:00
12/01/2025,12:39,347893953.0,39.73404999999994,-101.61,,Next,2025-12-01 12:39:00
12/01/2025,12:40,751045501.0,1628.096550000001,-54.37,,TK Maxx,2025-12-01 12:40:00
12/01/2025,12:40,205070322.0,1565.437806687932,-26.95,,Daunt Books,2025-12-01 12:40:00
12/01/2025,12:40,611329387.0,2134.6568218520165,-1.99,,Hobby Lobby,2025-12-01 12:40:00
12/01/2025,12:42,409951832.0,-373.9505,-30.7,,Coop Local,2025-12-01 12:42:00
12/01/2025,12:43,854683795.0,164.92704999999995,-54.99,,TK Maxx,2025-12-01 12:43:00
12/01/2025,12:43,944773378.0,596.54,-13.48,,Hobby Lobby,2025-12-01 12:43:00
12/01/2025,12:43,193590245.0,2881.8039500000014,-72.71,,Matalan,2025-12-01 12:43:00
12/01/2025,12:44,902316336.0,1680.1384000000005,-22.96,,Daunt Books,2025-12-01 12:44:00
12/01/2025,12:44,853290175.0,415.9366499390652,-117.98,,Coop Local,2025-12-01 12:44:00
12/01/2025,12:45,554053886.0,2417.8600000000006,-69.97,,River Island,2025-12-01 12:45:00
12/01/2025,12:45,711925432.0,1782.106800000001,-170.81,,Hobby Lobby,2025-12-01 12:45:00
12/01/2025,12:47,869274152.0,2415.644200000001,-44.04,,The Works,2025-12-01 12:47:00
12/01/2025,12:48,158932590.0,1392.81975,-72.34,,Coop Local,2025-12-01 12:48:00
12/01/2025,12:48,604789281.0,1917.012300000001,-109.98,,Umbro,2025-12-01 12:48:00
12/01/2025,12:48,372577592.0,1957.209358824644,-5.99,,Hobby Lobby,2025-12-01 12:48:00
12/01/2025,12:48,468165990.0,-275.38665000000003,-112.0,,TK Maxx,2025-12-01 12:48:00
12/01/2025,12:52,220354778.0,824.4133000000002,-148.13,,Coop Local,2025-12-01 12:52:00
12/01/2025,12:56,480382676.0,1240.2478,-119.97,,Game,2025-12-01 12:56:00
12/01/2025,12:56,597942745.0,1425.263008280256,-32.88,,Deliveroo,2025-12-01 12:56:00
12/01/2025,12:56,300661463.0,-51.56039999999994,-58.69,,Coop Local,2025-12-01 12:56:00
12/01/2025,12:56,766006732.0,982.8703499999996,-120.38,,Coop Local,2025-12-01 12:56:00
12/01/2025,12:57,740348731.0,201.0163,-61.25,,Coop Local,2025-12-01 12:57:00
12/01/2025,12:58,873394619.0,526.96075,-20.01,,Reebok,2025-12-01 12:58:00
12/01/2025,12:58,773316603.0,533.2945205288197,-64.98,,Umbro,2025-12-01 12:58:00
12/01/2025,12:58,879618727.0,2202.446100000001,-5.0,,AMT Coffee,2025-12-01 12:58:00
12/01/2025,12:59,454527149.0,2342.5540000000005,-6.15,,AMT Coffee,2025-12-01 12:59:00
12/01/2025,12:59,820604194.0,125.14787643401988,-5.7,,Coffee Republic,2025-12-01 12:59:00
12/01/2025,13:00,737232390.0,1620.7078000000015,-109.5,,Matalan,2025-12-01 13:00:00
12/01/2025,13:01,392302910.0,364.6511848241863,-19.99,,Umbro,2025-12-01 13:01:00
12/01/2025,13:03,666322536.0,-1.95780000000002,-296.8,,Next,2025-12-01 13:03:00
12/01/2025,13:03,463261831.0,1888.7800000000016,-51.98,,Hobbycraft,2025-12-01 13:03:00
12/01/2025,13:03,789732435.0,1939.6289500000012,-149.97,,Game,2025-12-01 13:03:00
12/01/2025,13:04,779378159.0,1037.5495171265825,-183.99,,River Island,2025-12-01 13:04:00
12/01/2025,13:04,793069740.0,1425.59,-27.5,,Hobby Lobby,2025-12-01 13:04:00
12/01/2025,13:05,694285822.0,1545.811,-19.99,,Game,2025-12-01 13:05:00
12/01/2025,13:06,666095424.0,44.87700000000004,-110.38,,Sainsbury,2025-12-01 13:06:00
12/01/2025,13:06,417749255.0,2026.0201,-148.77,,Coop Local,2025-12-01 13:06:00
12/01/2025,13:06,277533267.0,-11.719999999999942,-77.98,,Reebok,2025-12-01 13:06:00
12/01/2025,13:07,535489388.0,742.2513000000001,-22.12,,Hobbycraft,2025-12-01 13:07:00
12/01/2025,13:08,278560945.0,722.13365,-26.97,,Hobby Lobby,2025-12-01 13:08:00
12/01/2025,13:09,854683795.0,44.94704999999995,-119.98,,Matalan,2025-12-01 13:09:00
12/01/2025,13:10,948719966.0,2604.7071013745685,-77.99,,Reebok,2025-12-01 13:10:00
12/01/2025,13:11,971232081.0,466.6119279826653,-6.2,,Coffee Republic,2025-12-01 13:11:00
12/01/2025,13:11,507931367.0,-32.55601389077201,-26.97,,Wool,2025-12-01 13:11:00
12/01/2025,13:12,483897334.0,574.5699999999999,-90.0,,Matalan,2025-12-01 13:12:00
12/01/2025,13:12,369629735.0,2057.6597280036067,-5.7,,The View,2025-12-01 13:12:00
12/01/2025,13:13,781197920.0,569.8836435523026,-64.58,,Coop Local,2025-12-01 13:13:00
12/01/2025,13:13,907706656.0,1417.3841104785388,-134.48,,Dorothy Perkins,2025-12-01 13:13:00
12/01/2025,13:13,256433042.0,932.8353967975504,-34.98,,Hobby Lobby,2025-12-01 13:13:00
12/01/2025,13:14,480072132.0,600.7790499999999,-39.98,,Hobby Lobby,2025-12-01 13:14:00
12/01/2025,13:14,675469409.0,516.8149993181383,-89.97,,Game,2025-12-01 13:14:00
12/01/2025,13:15,663173760.0,1723.36186,-45.16,,Craftastic,2025-12-01 13:15:00
12/01/2025,13:16,538212119.0,1299.1491,-34.98,,Hobby Lobby,2025-12-01 13:16:00
12/01/2025,13:17,141085153.0,578.1168499999999,-4.7,,AMT Coffee,2025-12-01 13:17:00
12/01/2025,13:17,963900824.0,2563.577140304919,-7.8,,The View,2025-12-01 13:17:00
12/01/2025,13:17,841124932.0,-226.7103500000001,-85.55,,Coop Local,2025-12-01 13:17:00
12/01/2025,13:19,561947181.0,568.9656308646762,-99.97,,Gamestation,2025-12-01 13:19:00
12/01/2025,13:20,190062824.0,3483.9507192560995,-11.0,,Hobby Lobby,2025-12-01 13:20:00
12/01/2025,13:22,157171411.0,-957.3785,-28.53,,Sainsbury,2025-12-01 13:22:00
12/01/2025,13:22,809234749.0,2453.143300000001,-90.52,,Coop Local,2025-12-01 13:22:00
12/01/2025,13:22,518746052.0,3305.119000000001,-60.98,,Reebok,2025-12-01 13:22:00
12/01/2025,13:22,520038221.0,378.2459499999999,-109.99,,Dorothy Perkins,2025-12-01 13:22:00
12/01/2025,13:22,512240224.0,-390.97136623063057,-72.26,,Sainsbury,2025-12-01 13:22:00
12/01/2025,13:23,554053886.0,2292.5740000000005,-125.29,,Next,2025-12-01 13:23:00
12/01/2025,13:24,406807170.0,617.3647999999998,-39.95,,Daunt Books,2025-12-01 13:24:00
12/01/2025,13:24,263729743.0,1293.5244532389777,-7.5,,The View,2025-12-01 13:24:00
12/01/2025,13:25,123942392.0,-807.3942000000002,-165.43,,Coop Local,2025-12-01 13:25:00
12/01/2025,13:26,779378159.0,910.5795171265823,-126.97,,Next,2025-12-01 13:26:00
12/01/2025,13:26,668509682.0,758.01775,-49.99,,Game,2025-12-01 13:26:00
12/01/2025,13:26,513468437.0,1411.1153753817955,-8.55,,River Island,2025-12-01 13:26:00
12/01/2025,13:27,484935293.0,382.7417499999999,-41.97,,Hobbycraft,2025-12-01 13:27:00
12/01/2025,13:28,855774662.0,2563.0242000000007,-36.9,,JustEat,2025-12-01 13:28:00
12/01/2025,13:28,468165990.0,-352.88665000000003,-77.5,,Matalan,2025-12-01 13:28:00
12/01/2025,13:29,236999735.0,2008.725479529313,-10.21,,Sainsbury,2025-12-01 13:29:00
12/01/2025,13:30,907706656.0,1239.4141104785388,-177.97,,Next,2025-12-01 13:30:00
12/01/2025,13:30,203925540.0,1819.2036000000007,-112.0,,Dorothy Perkins,2025-12-01 13:30:00
12/01/2025,13:31,178367935.0,1535.9220373250007,-90.74,,Dorothy Perkins,2025-12-01 13:31:00
12/01/2025,13:32,168559321.0,514.8769999999996,-32.11,,Coop Local,2025-12-01 13:32:00
12/01/2025,13:33,203180094.0,38.5522499999999,-110.09,,Adidas,2025-12-01 13:33:00
12/01/2025,13:33,715705403.0,2189.461600000002,-29.99,,Hobby Lobby,2025-12-01 13:33:00
12/01/2025,13:34,248486485.0,-351.13229441899284,-129.97,,Game,2025-12-01 13:34:00
12/01/2025,13:35,529096245.0,2204.165340324511,-11.97,,Wool,2025-12-01 13:35:00
12/01/2025,13:35,674608984.0,1653.79415,-5.2,,Coffee Republic,2025-12-01 13:35:00
12/01/2025,13:36,759616295.0,3061.196017289635,-1.99,,Hobby Lobby,2025-12-01 13:36:00
12/01/2025,13:36,680269090.0,194.51284999999976,-11.98,,Daunt Books,2025-12-01 13:36:00
12/01/2025,13:36,666322536.0,-92.25780000000002,-90.3,,Topshop,2025-12-01 13:36:00
12/01/2025,13:37,518746052.0,3299.619000000001,-5.5,,Hobby Lobby,2025-12-01 13:37:00
12/01/2025,13:37,829891994.0,1113.51335,-99.98,,Game,2025-12-01 13:37:00
12/01/2025,13:37,619060988.0,1289.448875987316,-29.99,,Umbro,2025-12-01 13:37:00
12/01/2025,13:38,705519819.0,418.9117999999997,-32.97,,Hobby Lobby,2025-12-01 13:38:00
12/01/2025,13:42,342120095.0,211.0143499999999,-97.0,,Next,2025-12-01 13:42:00
12/01/2025,13:43,425057237.0,-195.54292100084655,-15.56,,Coop Local,2025-12-01 13:43:00
12/01/2025,13:46,737232390.0,1501.2078000000015,-119.5,,Next,2025-12-01 13:46:00
12/01/2025,13:46,520038221.0,313.26594999999986,-64.98,,Next,2025-12-01 13:46:00
12/01/2025,13:47,911709365.0,450.9071999999998,-59.23,,Dorothy Perkins,2025-12-01 13:47:00
12/01/2025,13:48,854683795.0,-108.52295000000008,-153.47,,TK Maxx,2025-12-01 13:48:00
12/01/2025,13:48,205845278.0,573.8247259628497,-62.0,,Next,2025-12-01 13:48:00
12/01/2025,13:49,751045501.0,1527.596550000001,-100.5,,Dorothy Perkins,2025-12-01 13:49:00
12/01/2025,13:49,458691529.0,1427.3362000000009,-85.32,,Coop Local,2025-12-01 13:49:00
12/01/2025,13:50,779378159.0,840.5795171265825,-70.0,,Next,2025-12-01 13:50:00
12/01/2025,13:50,560592808.0,1797.2278,-5.2,,Kings Arms,2025-12-01 13:50:00
12/01/2025,13:51,534823079.0,1838.5223745010971,-149.97,,Game,2025-12-01 13:51:00
12/01/2025,13:51,981893277.0,-94.30085,-21.98,,Hobby Lobby,2025-12-01 13:51:00
12/01/2025,13:53,447167881.0,789.5499999999997,-9.5,,Kings Arms,2025-12-01 13:53:00
12/01/2025,13:54,507715740.0,557.8557514437998,-79.98,,Game,2025-12-01 13:54:00
12/01/2025,13:54,997914361.0,847.6649202422293,-31.97,,Hobby Lobby,2025-12-01 13:54:00
12/01/2025,13:56,268691588.0,360.16794643207663,-75.59,,TK Maxx,2025-12-01 13:56:00
12/01/2025,13:56,580583985.0,129.60908417421592,-184.06,,Dorothy Perkins,2025-12-01 13:56:00
12/01/2025,13:57,117068696.0,-15.739200000000096,-38.01,,Coop Local,2025-12-01 13:57:00
12/01/2025,13:59,652256250.0,-411.0046500000001,-123.35,,Sainsbury,2025-12-01 13:59:00
12/01/2025,14:00,842433412.0,-75.9127613725521,-79.98,,Game,2025-12-01 14:00:00
12/01/2025,14:00,436684166.0,203.12285,-13.98,,Daunt Books,2025-12-01 14:00:00
12/01/2025,14:00,245021593.0,-391.8460500000001,-149.0,,Next,2025-12-01 14:00:00
12/01/2025,14:02,840446641.0,1488.6425062800026,-12.0,,Wool,2025-12-01 14:02:00
12/01/2025,14:03,863074374.0,1155.9572422721712,-39.5,,Next,2025-12-01 14:03:00
12/01/2025,14:03,816734070.0,720.80745,-5.5,,Kings Arms,2025-12-01 14:03:00
12/01/2025,14:04,463438169.0,1958.3335273685364,-7.0,,Kings Arms,2025-12-01 14:04:00
12/01/2025,14:05,653253791.0,3263.095350000001,-19.99,,Gamestation,2025-12-01 14:05:00
12/01/2025,14:05,526828764.0,3207.1333500000005,-55.59,,Coop Local,2025-12-01 14:05:00
12/01/2025,14:07,751045501.0,1457.096550000001,-70.5,,Next,2025-12-01 14:07:00
12/01/2025,14:07,751305027.0,703.9404463522764,-5.9,,Kings Arms,2025-12-01 14:07:00
12/01/2025,14:09,724795086.0,-45.05030000000002,-50.87,,Coop Local,2025-12-01 14:09:00
12/01/2025,14:09,387286312.0,1393.10105,-44.98,,Umbro,2025-12-01 14:09:00
12/01/2025,14:09,666322536.0,-242.75780000000003,-150.5,,Next,2025-12-01 14:09:00
12/01/2025,14:10,871548824.0,1717.7592561309257,-20.9,,The Royal Oak,2025-12-01 14:10:00
12/01/2025,14:12,539699725.0,229.8774868814856,-79.56,,Coop Local,2025-12-01 14:12:00
12/01/2025,14:13,402783181.0,302.56925,-114.17,,Sainsbury,2025-12-01 14:13:00
12/01/2025,14:13,869241711.0,2380.666800000001,-43.98,,Umbro,2025-12-01 14:13:00
12/01/2025,14:13,342120095.0,127.01434999999988,-84.0,,Topshop,2025-12-01 14:13:00
12/01/2025,14:13,816734070.0,715.20745,-5.6,,Kings Arms,2025-12-01 14:13:00
12/01/2025,14:14,710042126.0,3356.687350000001,-22.0,,Umbro,2025-12-01 14:14:00
12/01/2025,14:14,205845278.0,498.8247259628497,-75.0,,Topshop,2025-12-01 14:14:00
12/01/2025,14:15,168559321.0,482.8869999999996,-31.99,,Umbro,2025-12-01 14:15:00
12/01/2025,14:16,414568641.0,1353.2978,-99.98,,TK Maxx,2025-12-01 14:16:00
12/01/2025,14:16,854683795.0,-215.48295000000007,-106.96,,Matalan,2025-12-01 14:16:00
12/01/2025,14:16,463438169.0,1943.8335273685364,-14.5,,Kings Arms,2025-12-01 14:16:00
12/01/2025,14:18,737232390.0,1443.7078000000015,-57.5,,Topshop,2025-12-01 14:18:00
12/01/2025,14:19,891173928.0,3282.7173732639726,-21.31,,Etsy,2025-12-01 14:19:00
12/01/2025,14:20,751305027.0,697.4404463522764,-6.5,,Kings Arms,2025-12-01 14:20:00
12/01/2025,14:21,779378159.0,694.0895171265825,-146.49,,Topshop,2025-12-01 14:21:00
12/01/2025,14:22,751596966.0,1715.4913500000007,-172.19,,Sainsbury,2025-12-01 14:22:00
12/01/2025,14:24,813152977.0,1114.0768303071832,-44.99,,Umbro,2025-12-01 14:24:00
12/01/2025,14:25,268691588.0,196.39594643207667,-163.77,,Matalan,2025-12-01 14:25:00
12/01/2025,14:26,932409619.0,-767.8701,-37.04,,Coop Local,2025-12-01 14:26:00
12/01/2025,14:27,468165990.0,-400.38665,-47.5,,Matalan,2025-12-01 14:27:00
12/01/2025,14:28,205845278.0,305.3247259628497,-193.5,,Topshop,2025-12-01 14:28:00
12/01/2025,14:29,400532172.0,1488.4451,-51.96,,Coop Local,2025-12-01 14:29:00
12/01/2025,14:29,705519819.0,212.62879999999973,-206.28,,Coop Local,2025-12-01 14:29:00
12/01/2025,14:30,259949730.0,1599.746,-9.98,,The Works,2025-12-01 14:30:00
12/01/2025,14:31,176376870.0,565.7033499999999,-86.54,,Sainsbury,2025-12-01 14:31:00
12/01/2025,14:31,427901346.0,896.5125503519354,-4.68,,Sainsbury,2025-12-01 14:31:00
12/01/2025,14:31,456524383.0,3662.753300000001,-4.9,,Red Lion,2025-12-01 14:31:00
12/01/2025,14:32,392302910.0,322.65118482418626,-42.0,,Wool,2025-12-01 14:32:00
12/01/2025,14:33,863074374.0,1130.9572422721712,-25.0,,Topshop,2025-12-01 14:33:00
12/01/2025,14:33,302342234.0,-170.61385000000004,-79.97,,Next,2025-12-01 14:33:00
12/01/2025,14:34,447167881.0,784.2999999999997,-5.25,,Red Lion,2025-12-01 14:34:00
12/01/2025,14:35,965981004.0,1665.844161278812,-43.56,,Coop Local,2025-12-01 14:35:00
12/01/2025,14:36,706632676.0,829.2700000000007,-149.98,,Umbro,2025-12-01 14:36:00
12/01/2025,14:37,482037432.0,1399.285654618288,-79.98,,Game,2025-12-01 14:37:00
12/01/2025,14:38,185627912.0,1113.1434499999998,-16.5,,Hobby Lobby,2025-12-01 14:38:00
12/01/2025,14:39,907706656.0,1149.9141104785388,-89.5,,Topshop,2025-12-01 14:39:00
12/01/2025,14:39,917021497.0,280.27915,-17.99,,Hobbycraft,2025-12-01 14:39:00
12/01/2025,14:40,779378159.0,542.5995171265824,-151.49,,Topshop,2025-12-01 14:40:00
12/01/2025,14:40,260498809.0,661.6689999999999,-4.99,,Daunt Books,2025-12-01 14:40:00
12/01/2025,14:40,373678172.0,1434.9830575088372,-17.98,,Matalan,2025-12-01 14:40:00
12/01/2025,14:42,178367935.0,1471.8120373250008,-64.11,,Dorothy Perkins,2025-12-01 14:42:00
12/01/2025,14:43,118084117.0,1508.69361307168,-31.99,,Umbro,2025-12-01 14:43:00
12/01/2025,14:45,945182619.0,1875.8200100000015,-85.07,,Sports Direct,2025-12-01 14:45:00
12/01/2025,14:45,342120095.0,-27.48565000000013,-154.5,,Dorothy Perkins,2025-12-01 14:45:00
12/01/2025,14:45,455449281.0,833.6499999999999,-17.97,,Foyles,2025-12-01 14:45:00
12/01/2025,14:46,456524383.0,3656.753300000001,-6.0,,Red Lion,2025-12-01 14:46:00
12/01/2025,14:46,666322536.0,-508.7578,-266.0,,Topshop,2025-12-01 14:46:00
12/01/2025,14:46,515694595.0,675.6602999999999,-38.49,,TK Maxx,2025-12-01 14:46:00
12/01/2025,14:47,737232390.0,1379.2078000000015,-64.5,,Dorothy Perkins,2025-12-01 14:47:00
12/01/2025,14:47,814376547.0,594.3961999999998,-24.34,,Coop Local,2025-12-01 14:47:00
12/01/2025,14:48,802375673.0,1939.6669000000004,-8.0,,Kings Arms,2025-12-01 14:48:00
12/01/2025,14:51,725614425.0,2417.190006700361,-5.99,,Hobby Lobby,2025-12-01 14:51:00
12/01/2025,14:52,476357258.0,394.94205,-6.99,,Daunt Books,2025-12-01 14:52:00
12/01/2025,14:52,633094830.0,3678.8730000000014,-28.95,,Daunt Books,2025-12-01 14:52:00
12/01/2025,14:53,414568641.0,1274.8178,-78.48,,Matalan,2025-12-01 14:53:00
12/01/2025,14:53,447167881.0,774.7999999999997,-9.5,,Red Lion,2025-12-01 14:53:00
12/01/2025,14:54,126520477.0,949.1881999999998,-18.0,,Wool,2025-12-01 14:54:00
12/01/2025,14:54,632755021.0,1691.020700000001,-54.99,,Reebok,2025-12-01 14:54:00
